type,country,state,activity,sex,age,fatal,time,species,year,month
Unprovoked,mozambique,limpopo river,swimming,m,,N,afternoon,bull,1961,1
Unprovoked,south africa,western cape province,wading,m,,N,afternoon,,1961,1
Unprovoked,columbia,roncador bank,wading,m,,N,,,1961,1
Unprovoked,new caledonia,nan,dive fishing,,,N,,,1961,
Unprovoked,senegal,cap vert peninsula,diving,m,20.0,Y,,,1961,
Unprovoked,usa,hawaii,fishing,m,,Y,,,1960,12
Unprovoked,south africa,kwazulu-natal,swimming,m,25.0,Y,afternoon,great white,1960,12
Unprovoked,australia,queensland,fishing,m,,N,,bull,1960,12
Unprovoked,papua new guinea,central province,fishing,m,,Y,,,1960,11
Unprovoked,usa,new jersey,swimming,m,25.0,N,evening,,1960,8
Unprovoked,usa,connecticut,diving,m,38.0,N,afternoon,,1960,8
Unprovoked,papua new guinea,milne bay province,diving,m,,N,,,1960,8
Unprovoked,usa,new jersey,,m,14.0,N,,,1960,8
Unprovoked,usa,new jersey,wading,m,24.0,N,afternoon,,1960,8
Unprovoked,usa,delaware,fishing,m,46.0,N,,,1960,8
Unprovoked,usa,south carolina,swimming,m,,Y,,,1960,8
Unprovoked,papua new guinea,milne bay province,dive fishing,m,25.0,N,evening,,1960,7
Unprovoked,usa,mississippi,small watercraft,m,17.0,N,,,1960,7
Unprovoked,papua new guinea,madang,fishing,m,,N,,,1960,7
Unprovoked,usa,florida,diving,m,39.0,N,morning,mako,1960,6
Unprovoked,philippines,corregidor island,diving,m,58.0,Y,morning,,1960,6
Unprovoked,usa,georgia,swimming,m,24.0,N,afternoon,,1960,6
Unprovoked,panama,san blas islands,dive fishing,m,27.0,N,morning,,1960,5
Unprovoked,bermuda,paget,diving,m,25.0,N,afternoon,dusky,1960,5
Unprovoked,usa,california,swimming,f,16.0,N,afternoon,great white,1960,5
Unprovoked,papua new guinea,madang,,,,Y,,,1960,5
Unprovoked,south africa,kwazulu-natal,swimming,m,16.0,N,afternoon,great white,1960,4
Unprovoked,usa,california,diving,m,48.0,N,afternoon,great white,1960,4
Unprovoked,australia,new south wales,surfing/bodyboarding,m,17.0,N,afternoon,great white,1960,4
Unprovoked,australia,victoria,dive fishing,m,,N,,,1960,4
Unprovoked,australia,new south wales,dive fishing,m,,N,afternoon,bronze whaler,1960,4
Unprovoked,fiji,vanua levu,fishing,f,,Y,,,1960,4
Unprovoked,usa,florida,swimming,m,42.0,N,afternoon,,1960,3
Unprovoked,guam,nan,dive fishing,m,44.0,N,afternoon,,1960,3
Unprovoked,australia,tasmania,wading,m,,N,night,,1960,2
Unprovoked,new zealand,north island,dive fishing,m,22.0,N,,bronze whaler,1960,2
Unprovoked,papua new guinea,central province,dive fishing,m,26.0,Y,,tiger,1960,2
Unprovoked,papua new guinea,madang (wo),,m,,N,,,1960,1
Unprovoked,australia,new south wales,diving,m,13.0,Y,afternoon,bull,1960,1
Unprovoked,nicaragua,pacific coast,wading,m,,N,morning,,1960,
Unprovoked,grenada,st. georges,dive fishing,m,9.0,N,,,1960,
Unprovoked,sri lanka,eastern  province,dive fishing,m,,N,,reef,,
Unprovoked,sri lanka,eastern  province,fishing,m,,N,,reef,,
Unprovoked,fiji,northwest of viti levu,dive fishing,m,,N,,,,
Unprovoked,papua new guinea,madang,dive fishing,m,16.0,Y,,,1960,
Unprovoked,papua new guinea,west new britain province,fishing,m,20.0,N,,,1960,
Unprovoked,mozambique,gaza,swimming,f,5.0,Y,,,1960,1
Unprovoked,south africa,eastern cape province,wading,f,,N,morning,,1960,1
Unprovoked,papua new guinea,rigo subdistrict,swimming,,13.0,Y,,,1959,12
Unprovoked,australia,queensland,diving,m,29.0,Y,morning,,1959,12
Unprovoked,australia,victoria,surfing/bodyboarding,m,19.0,N,afternoon,,1959,11
Unprovoked,australia,queensland,wading,m,17.0,N,morning,,1959,11
Unprovoked,australia,queensland,,m,19.0,N,morning,,1959,11
Unprovoked,usa,california,swimming,m,21.0,N,morning,blue,1959,11
Unprovoked,mozambique,maputo province,swimming,m,,Y,,,1959,10
Unprovoked,papua new guinea,madang,,,,N,,,1959,10
Unprovoked,usa,california,diving,m,30.0,N,afternoon,great white,1959,10
Unprovoked,fiji,lomaiviti province,adrift,m,,Y,,,1959,10
Unprovoked,fiji,kadavu,dive fishing,m,36.0,N,afternoon,tiger,1959,10
Unprovoked,philippines,leyte island,swimming,m,28.0,N,,,1959,9
Unprovoked,india,orissa,,,,Y,,,1959,9
Unprovoked,mexico,guerrrero,,f,,Y,,,1959,9
Unprovoked,usa,florida,dive fishing,m,26.0,Y,,,1959,8
Unprovoked,japan,wakayama prefecture,swimming,m,,Y,afternoon,blue,1959,8
Unprovoked,usa,georgia,wading,f,15.0,N,evening,,1959,8
Unprovoked,usa,california,dive fishing,m,25.0,N,evening,hammerhead,1959,7
Unprovoked,japan,okayama prefecture,,m,22.0,Y,afternoon,blue,1959,7
Unprovoked,mexico,quintana roo,wading,m,,Y,morning,,1959,7
Unprovoked,turkey,mersin province,,m,,N,,,1959,6
Unprovoked,mexico,guyamas,adrift,m,,Y,,,1959,6
Unprovoked,usa,california,diving,m,33.0,Y,evening,great white,1959,6
Unprovoked,usa,florida,,f,37.0,N,,,1959,5
Unprovoked,usa,california,swimming,m,18.0,Y,evening,great white,1959,5
Unprovoked,usa,florida,dive fishing,m,19.0,N,morning,tiger,1959,5
Unprovoked,,between england & south africa,rescuing,m,,N,,,1959,5
Unprovoked,australia,torres strait,diving,m,43.0,N,,tiger,1959,4
Unprovoked,usa,hawaii,fishing,m,,N,,,1959,4
Unprovoked,south africa,eastern cape province,fishing,m,,N,,,1959,4
Unprovoked,australia,new south wales,dive fishing,m,,N,,,1959,4
Unprovoked,usa,florida,swimming,m,13.0,N,afternoon,,1959,3
Unprovoked,philippines,mindanao,adrift,m,20.0,Y,,,1959,3
Unprovoked,venezuela,nueva esparta,adrift,m,,N,,,1959,2
Unprovoked,solomon islands,guadalcanal province,wading,m,15.0,Y,evening,,1959,2
Unprovoked,south africa,kwazulu-natal,swimming,m,14.0,N,afternoon,,1959,2
Unprovoked,australia,western australia,,m,20.0,N,night,nurse,1959,1
Unprovoked,ecuador,galapagos islands,adrift,m,57.0,N,,,1959,1
Unprovoked,australia,tasmania,swimming,m,16.0,N,,,1959,1
Unprovoked,australia,tasmania,,m,22.0,Y,afternoon,,1959,1
Unprovoked,australia,queensland,surfing/bodyboarding,m,17.0,N,morning,,1959,1
Unprovoked,south africa,western cape province,swimming,m,18.0,N,afternoon,great white,1959,1
Unprovoked,new guinea,milne bay province,wading,m,,N,,,1959,1
Unprovoked,mozambique,maputo province,fishing,m,,Y,morning,,1959,1
Unprovoked,australia,tasmania,dive fishing,m,,N,,,1959,1
Unprovoked,south korea,south chungcheong province,swimming,m,,Y,,great white,,
Unprovoked,india,orissa,,,,Y,,,,
Unprovoked,papua new guinea,west new britain province,dive fishing,m,,N,,,1959,
Unprovoked,papua new guinea,west new britain province,fishing,m,,N,,,1959,
Unprovoked,papua new guinea,"new ireland province, bismarck archipelago",,m,,Y,,,1959,
Unprovoked,papua new guinea,madang province,,,,N,,,1958,12
Unprovoked,south africa,western cape province,swimming,m,14.0,Y,,,1958,12
Unprovoked,usa,hawaii,surfing/bodyboarding,m,15.0,Y,afternoon,tiger,1958,12
Unprovoked,american samoa,tutuila island,,m,22.0,Y,morning,tiger,1958,12
Unprovoked,australia,queensland,swimming,m,21.0,Y,afternoon,,1958,11
Unprovoked,papua new guinea,"admiralty islands, manus province",dive fishing,m,,Y,,,1958,11
Unprovoked,usa,california,swimming,m,15.0,N,,,1958,10
Unprovoked,usa,florida,,m,60.0,N,,,1958,10
Unprovoked,papua new guinea,west new britain province,,m,26.0,N,,,1958,10
Unprovoked,andaman,nan,,m,32.0,Y,afternoon,blue,1958,9
Unprovoked,bahamas,cat cay,fishing,m,42.0,N,morning,,1958,9
Unprovoked,croatia,primorje-gorski kotar county,swimming,f,,N,evening,,1958,8
Unprovoked,mexico,guerrero,swimming,f,,Y,,,1958,7
Unprovoked,usa,florida,swimming,m,12.0,N,afternoon,tiger,1958,7
Unprovoked,usa,florida,swimming,m,8.0,N,afternoon,tiger,1958,7
Unprovoked,usa,florida,,m,35.0,Y,,,1958,7
Unprovoked,kenya,coast province,swimming,m,21.0,Y,evening,,1958,7
Unprovoked,papua new guinea,"new ireland province, bismarck archipelago",swimming,m,38.0,Y,,,1958,7
Unprovoked,bahamas,abaco islands,dive fishing,m,36.0,N,afternoon,tiger,1958,7
Unprovoked,usa,florida,,m,,N,,,1958,7
Unprovoked,usa,florida,wading,m,17.0,N,evening,tiger,1958,6
Unprovoked,taiwan,taipei hsien,diving,m,29.0,N,evening,mako,1958,4
Unprovoked,south africa,kwazulu-natal,surfing/bodyboarding,f,28.0,Y,morning,,1958,4
Unprovoked,south africa,kwazulu-natal,swimming,m,29.0,Y,afternoon,,1958,4
Unprovoked,papua new guinea,morobe province,fishing,m,,N,,,1958,4
Unprovoked,australia,new south wales,dive fishing,m,17.0,N,,,1958,1
Unprovoked,australia,new south wales,surfing/bodyboarding,m,14.0,N,afternoon,,1958,1
Unprovoked,south africa,kwazulu-natal,swimming,m,,Y,morning,great white,1958,1
Unprovoked,papua new guinea,louisiade archipelago,,,,Y,,,1958,
Unprovoked,papua new guinea,west new britain province,dive fishing,m,,Y,,,1958,
Unprovoked,papua new guinea,west new britain province,dive fishing,m,,Y,,,1958,
Unprovoked,papua new guinea,morobe province,fishing,m,,N,,,1958,
Unprovoked,south africa,kwazulu-natal,wading,m,,Y,,,,
Unprovoked,australia,south australia,dive fishing,m,,N,,,1957,12
Unprovoked,south africa,kwazulu-natal,wading,f,14.0,N,afternoon,,1957,12
Unprovoked,south africa,kwazulu-natal,diving,m,20.0,N,morning,,1957,12
Unprovoked,south africa,kwazulu-natal,swimming,m,23.0,Y,afternoon,,1957,12
Unprovoked,south africa,kwazulu-natal,wading,m,15.0,Y,afternoon,,1957,12
Unprovoked,south africa,kwazulu-natal,surfing/bodyboarding,m,16.0,N,evening,,1957,12
Unprovoked,solomon islands,honiara,,m,22.0,Y,evening,,1957,10
Unprovoked,solomon islands,honiara,,f,28.0,Y,evening,,1957,10
Unprovoked,marshall islands,eniwetok atoll,,m,,N,,mako,1957,9
Unprovoked,usa,north carolina,swimming,m,57.0,Y,afternoon,great white,1957,7
Unprovoked,australia,torres strait,diving,m,36.0,N,,,1957,7
Unprovoked,australia,new south wales,dive fishing,m,28.0,N,afternoon,,1957,5
Unprovoked,solomon islands,nan,fishing,m,,N,,,1957,5
Unprovoked,usa,florida,,m,,N,,,1957,5
Unprovoked,usa,california,swimming,m,25.0,Y,afternoon,great white,1957,4
Unprovoked,australia,new south wales,surfing/bodyboarding,m,15.0,N,,wobbegong,1957,4
Unprovoked,australia,torres strait,swimming,m,22.0,N,afternoon,,1957,4
Unprovoked,papua new guinea,bougainville (north solomons),small watercraft,m,17.0,N,,,1957,4
Unprovoked,solomon islands,bougainville (north solomons),small watercraft,m,15.0,N,,,1957,4
Unprovoked,fiji,viti levu,dive fishing,m,,N,,,1957,2
Unprovoked,usa,florida,swimming,m,,N,afternoon,,1957,2
Unprovoked,usa,florida,diving,m,,N,,mako,1957,2
Unprovoked,south africa,kwazulu-natal,wading,m,12.0,Y,,,1957,1
Unprovoked,usa,florida,wading,,,N,,,1957,
Unprovoked,cuba,havana province,fishing,m,18.0,Y,,,1957,
Unprovoked,usa,florida,diving,m,,N,,bull,1957,
Unprovoked,fiji,kadavu,fishing,m,30.0,N,,,1957,
Unprovoked,iran,karun river,,m,,N,,bull,1957,
Unprovoked,papua new guinea,"abau subdistrict,central province",fishing,m,,Y,,,1957,
Unprovoked,iran,karun river,,m,,N,,bull,1957,
Unprovoked,papua new guinea,"new britain, bismarck archipelago",fishing,m,,Y,,,1957,
Unprovoked,papua new guinea,milne bay province,dive fishing,m,19.0,Y,afternoon,tiger,1956,12
Unprovoked,papua new guinea,milne bay province,dive fishing,m,16.0,Y,afternoon,,1956,12
Unprovoked,gabon,estuaire province,swimming,m,,Y,,,1956,12
Unprovoked,south africa,western cape province,diving,m,29.0,N,,great white,1956,10
Unprovoked,papua new guinea,central province,dive fishing,m,,N,,,1956,10
Unprovoked,senegal,"near dakar, cap vert peninsula",fishing,m,19.0,N,evening,lemon,1956,10
Unprovoked,papua new guinea,nan,fishing,m,,Y,,,1956,10
Unprovoked,usa,florida,fishing,m,27.0,N,,,1956,9
Unprovoked,nan,near the andaman & nicobar islands,,m,,Y,evening,blue,1956,9
Unprovoked,mayotte,mozambique channel,fishing,m,,Y,,tiger,1956,9
Unprovoked,italy,tyrrenian sea,diving,m,,N,,great white,1956,9
Unprovoked,papua new guinea,central province,fishing,m,34.0,Y,,,1956,8
Unprovoked,papua new guinea,central province,fishing,m,,N,,,1956,8
Unprovoked,usa,puerto rico,diving,m,13.0,Y,,,1956,8
Unprovoked,usa,california,swimming,m,10.0,N,afternoon,great white,1956,8
Unprovoked,south africa,kwazulu-natal,fishing,m,23.0,N,afternoon,,1956,8
Unprovoked,papua new guinea,central province,fishing,m,,N,,,1956,8
Unprovoked,papua new guinea,central province,fishing,m,,N,,,1956,8
Unprovoked,malta,st. thomas bay,swimming,m,40.0,Y,,great white,1956,7
Unprovoked,usa,florida,wading,f,38.0,N,evening,,1956,7
Unprovoked,usa,south carolina,swimming,m,7.0,N,afternoon,,1956,7
Unprovoked,australia,torres strait,adrift,m,,N,,,1956,6
Unprovoked,cuba,nan,diving,m,30.0,Y,,,1956,5
Unprovoked,australia,torres strait,diving,,,N,,,1956,5
Unprovoked,australia,new south wales,wading,m,13.0,N,,,1956,3
Unprovoked,australia,victoria,swimming,m,26.0,Y,afternoon,,1956,3
Unprovoked,australia,western australia,wading,m,21.0,N,,,1956,3
Unprovoked,australia,queensland,diving,m,15.0,Y,morning,,1956,2
Unprovoked,australia,victoria,swimming,m,8.0,N,,,1956,2
Unprovoked,australia,torres strait,diving,m,18.0,N,,,1956,1
Unprovoked,costa rica,nan,swimming,m,33.0,Y,,,1956,1
Unprovoked,australia,new south wales,small watercraft,m,25.0,N,,,1956,1
Unprovoked,papua new guinea,madang province,diving,m,,N,,,1956,
Unprovoked,greece,corfu island,swimming,f,15.0,Y,,great white,1956,
Unprovoked,papua new guinea,milne bay province,,,,N,,,1956,
Unprovoked,papua new guinea,"admiralty islands, manus province",,m,,N,,,1956,
Unprovoked,papua new guinea,new ireland province,,m,,Y,,,1956,
Unprovoked,papua new guinea,central province,swimming,m,8.0,N,evening,wobbegong,1955,11
Unprovoked,papua new guinea,"admiralty islands, manus province",dive fishing,m,,N,,,1955,11
Unprovoked,usa,hawaii,,m,,N,morning,,1955,9
Unprovoked,usa,california,swimming,m,16.0,N,,,1955,9
Unprovoked,usa,california,,m,,N,,,1955,9
Unprovoked,japan,izo islands,fishing,m,,Y,,,1955,8
Unprovoked,croatia,primorje-gorski kotar county,swimming,f,32.0,Y,,great white,1955,8
Unprovoked,american samoa,tutuila island,swimming,m,28.0,Y,morning,blue,1955,8
Unprovoked,,open sea,swimming,m,15.0,N,afternoon,,1955,8
Unprovoked,japan,okayama prefecture,,m,22.0,Y,afternoon,blue,1955,7
Unprovoked,usa,rhode island,wading,m,13.0,N,,,1955,6
Unprovoked,montenegro,adriatic sea,swimming,m,,Y,,great white,1955,7
Unprovoked,yemen,aden,swimming,f,,Y,,,1955,7
Unprovoked,papua new guinea,"admiralty islands, manus province",dive fishing,m,,N,afternoon,,1955,5
Unprovoked,papua new guinea,central province,dive fishing,m,,N,,,1955,4
Unprovoked,papua new guinea,nan,dive fishing,m,,N,,,1955,4
Unprovoked,usa,hawaii,fishing,m,,N,,,1955,4
Unprovoked,australia,new south wales,surfing/bodyboarding,m,22.0,Y,evening,,1955,3
Unprovoked,papua new guinea,"new ireland, bismarck archipelago",dive fishing,m,,N,,,1955,3
Unprovoked,usa,california,diving,m,,N,,,1955,2
Unprovoked,usa,california,dive fishing,m,19.0,N,afternoon,great white,1955,2
Unprovoked,australia,new south wales,swimming,m,25.0,Y,afternoon,bronze whaler,1955,2
Unprovoked,india,tamil nadu,fishing,m,25.0,N,,,1955,2
Unprovoked,australia,new south wales,dive fishing,m,13.0,Y,afternoon,bronze whaler,1955,1
Unprovoked,south africa,kwazulu-natal,,m,,Y,afternoon,,1955,1
Unprovoked,madagascar,18s / 50e,wading,m,16.0,Y,afternoon,,1955,
Unprovoked,columbia,isles del rosario,dive fishing,m,12.0,N,,,1955,1
Unprovoked,papua new guinea,new ireland,,m,,N,,,1955,
Unprovoked,american samoa,tutuila island,adrift,m,27.0,Y,,,1954,12
Unprovoked,australia,victoria,swimming,m,23.0,Y,morning,,1954,12
Unprovoked,papua new guinea,central province,small watercraft,m,,Y,afternoon,,1954,12
Unprovoked,south africa,kwazulu-natal,swimming,m,16.0,N,morning,,1954,12
Unprovoked,usa,wake island,dive fishing,m,,N,afternoon,reef,1954,11
Unprovoked,usa,california,swimming,m,35.0,N,,,1954,9
Unprovoked,hong kong,nan,swimming,m,20.0,Y,,,1954,9
Unprovoked,australia,torres strait,dive fishing,m,35.0,Y,,,1954,9
Unprovoked,italy,liguaria,dive fishing,m,27.0,N,,,,
Unprovoked,usa,louisiana,wading,f,27.0,N,night,,1954,8
Unprovoked,ecuador,galapagos islands,wading,m,34.0,N,,,1954,7
Unprovoked,singapore,nan,diving,m,28.0,Y,,,1954,7
Unprovoked,the balkans,slovenia,swimming,m,,Y,night,,1954,7
Unprovoked,usa,louisiana,wading,f,4.0,N,morning,,1954,7
Unprovoked,usa,florida,,,,N,,nurse,1954,7
Unprovoked,bermuda,south shore,swimming,m,22.0,N,,dusky,1954,7
Unprovoked,greece,nan,swimming,m,,Y,,,1954,7
Unprovoked,australia,queensland,diving,m,30.0,N,afternoon,,1954,6
Unprovoked,hong kong,nan,wading,m,,Y,,,1954,6
Unprovoked,papua new guinea,east sepik,fishing,m,,Y,,,1954,5
Unprovoked,papua new guinea,madang province,,,,N,,,1954,5
Unprovoked,australia,new south wales,swimming,m,23.0,Y,evening,,1954,2
Unprovoked,australia,new south wales,swimming,m,,N,,,1954,1
Unprovoked,australia,torres strait,dive fishing,m,30.0,N,,,1954,1
Unprovoked,argentina,buenos aires province,swimming,m,18.0,N,afternoon,great white,1954,1
Unprovoked,papua new guinea,madang province,wading,m,26.0,N,afternoon,,1954,1
Unprovoked,iran,karun river,,m,,Y,,bull,1954,
Unprovoked,martinique,nan,,m,,N,,nurse,1954,
Unprovoked,mexico,baja california,diving,m,,Y,,,1954,
Unprovoked,usa,hawaii,fishing,m,,N,,,1954,
Unprovoked,papua new guinea,west new britain province,swimming,m,12.0,N,,,1954,
Unprovoked,iran,karun river,,f,,Y,,bull,,
Unprovoked,iran,karun river,,m,,N,,bull,,
Unprovoked,south africa,eastern cape province,swimming,f,,N,morning,,1953,12
Unprovoked,south africa,eastern cape province,swimming,m,23.0,N,,,1953,12
Unprovoked,australia,queensland,wading,m,16.0,N,afternoon,,1953,12
Unprovoked,australia,new south wales,small watercraft,m,,N,,,1953,12
Unprovoked,philippines,luzon island,,m,23.0,Y,,,1953,9
Unprovoked,usa,california,diving,m,,N,,,1953,9
Unprovoked,usa,hawaii,dive fishing,m,,N,,hammerhead,1953,9
Unprovoked,mexico,colima,wading,f,18.0,Y,,,1953,7
Unprovoked,usa,hawaii,dive fishing,m,15.0,Y,morning,,1953,7
Unprovoked,usa,florida,wading,f,26.0,N,,,1953,7
Unprovoked,usa,hawaii,adrift,m,,N,morning,,1953,7
Unprovoked,panama,gulf of panama,adrift,m,19.0,N,,,1953,7
Unprovoked,usa,texas,swimming,f,19.0,N,afternoon,,1953,4
Unprovoked,iran,karun river,,m,,N,,bull,1953,4
Unprovoked,iran,karun river,swimming,m,,N,,bull,1953,4
Unprovoked,australia,new south wales,dive fishing,m,23.0,N,,,1953,3
Unprovoked,australia,south australia,dive fishing,m,,N,,,1953,3
Unprovoked,papua new guinea,milne bay province,,m,,Y,,tiger,1953,3
Unprovoked,australia,new south wales,dive fishing,m,25.0,N,evening,wobbegong,1953,2
Unprovoked,australia,nan,dive fishing,m,,N,,wobbegong,1953,2
Unprovoked,australia,nan,dive fishing,m,,N,,wobbegong,1953,
Unprovoked,papua new guinea,bougainville (north solomons),wading,m,,Y,,,1953,
Unprovoked,usa,florida,wading,f,,N,,,1953,
Unprovoked,australia,victoria,wading,m,,N,,,1952,12
Unprovoked,australia,south australia,fishing,m,25.0,N,night,,1952,12
Unprovoked,usa,hawaii,swimming,m,,Y,,,1952,8
Unprovoked,usa,california,surfing/bodyboarding,m,17.0,Y,afternoon,great white,1952,12
Unprovoked,usa,hawaii,fishing,m,40.0,Y,,,1952,12
Unprovoked,papua new guinea,"abau sub district, central province",fishing,m,,N,,,1952,10
Unprovoked,usa,puerto rico,dive fishing,m,,N,morning,tiger,1952,7
Unprovoked,usa,california,swimming,m,,N,morning,great white,1952,5
Unprovoked,australia,western australia,wading,m,,N,,wobbegong,1952,5
Unprovoked,india,nan,wading,m,,N,,,1952,5
Unprovoked,netherlands antilles,curacao,,m,,N,,bull,1952,3
Unprovoked,australia,new south wales,surfing/bodyboarding,m,,N,,,1952,1
Unprovoked,liberia,montserrado,fishing,m,,Y,,,,
Unprovoked,papua new guinea,"admiralty islands, manus province",dive fishing,m,,N,,,1952,
Unprovoked,papua new guinea,"admiralty islands, manus province",dive fishing,m,,Y,,,1952,
Unprovoked,papua new guinea,new ireland province,dive fishing,m,27.0,Y,,,1952,
Unprovoked,usa,florida,swimming,m,,Y,,,1952,
Unprovoked,mozambique,bay of maputu,swimming,m,15.0,Y,,,1951,12
Unprovoked,australia,new south wales,swimming,m,21.0,Y,afternoon,,1951,12
Unprovoked,south africa,kwazulu-natal,swimming,m,23.0,N,afternoon,great white,1951,11
Unprovoked,jamaica,kingston parish,fishing,m,81.0,N,,,1951,11
Unprovoked,south africa,kwazulu-natal,swimming,m,24.0,N,evening,great white,1951,11
Unprovoked,philippines,nan,adrift,m,,Y,,,1951,11
Unprovoked,australia,queensland,swimming,m,42.0,Y,evening,,1951,10
Unprovoked,italy,salerno,swimming,f,21.0,Y,,,1951,9
Unprovoked,italy,salerno province,fishing,m,,N,night,,1951,9
Unprovoked,australia,queensland,,m,56.0,Y,,,1951,9
Unprovoked,greece,corfu island,swimming,m,18.0,N,,great white,1951,8
Unprovoked,greece,corfu island,swimming,f,16.0,Y,,great white,1951,8
Unprovoked,italy,taranto,diving,m,,N,,,1951,8
Unprovoked,columbia,caribbean sea,wading,,,Y,,,,
Unprovoked,usa,california,,m,13.0,N,,,1951,7
Unprovoked,,nan,adrift,m,40.0,N,afternoon,,1951,7
Unprovoked,usa,hawaii,fishing,m,,Y,,,1951,6
Unprovoked,french polynesia,tuamotus,dive fishing,m,39.0,N,morning,,1951,6
Unprovoked,mexico,nan,diving,m,16.0,N,afternoon,,1951,5
Unprovoked,australia,new south wales,fishing,m,,N,,,1951,3
Unprovoked,south africa,kwazulu-natal,surfing/bodyboarding,m,19.0,N,afternoon,,1951,3
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,31.0,N,afternoon,,1951,2
Unprovoked,australia,new south wales,dive fishing,m,20.0,N,,,1951,2
Unprovoked,australia,new south wales,swimming,m,14.0,N,,,1951,2
Unprovoked,south africa,kwazulu-natal,swimming,m,19.0,Y,afternoon,,1951,1
Unprovoked,new guinea,madang province,,,,Y,,,1951,
Unprovoked,australia,queensland,surfing/bodyboarding,m,19.0,N,,nurse,1950,12
Unprovoked,australia,new south wales,swimming,,,N,,wobbegong,1950,12
Unprovoked,australia,queensland,swimming,m,20.0,Y,afternoon,,1950,12
Unprovoked,australia,queensland,surfing/bodyboarding,m,21.0,N,evening,great white,1950,11
Unprovoked,usa,california,surfing/bodyboarding,m,31.0,N,afternoon,great white,1950,10
Unprovoked,australia,queensland,fishing,m,25.0,N,night,,1950,10
Unprovoked,saudi arabia,eastern province,diving,m,,N,evening,,1950,8
Unprovoked,japan,sago prefecture,swimming,m,19.0,Y,evening,,1950,7
Unprovoked,cuba,caribbean sea,,m,30.0,N,evening,,1950,7
Unprovoked,usa,texas,swimming,m,11.0,N,,hammerhead,1950,7
Unprovoked,usa,florida,wading,m,21.0,N,,,1950,7
Unprovoked,usa,new york,swimming,m,16.0,N,,,1950,6
Unprovoked,south africa,kwazulu-natal,swimming,m,27.0,N,morning,,1950,5
Unprovoked,south africa,eastern cape province,wading,m,,N,,,1950,4
Unprovoked,south africa,eastern cape province,wading,m,,N,afternoon,,1950,3
Unprovoked,south africa,kwazulu-natal,swimming,m,20.0,Y,evening,,1950,3
Unprovoked,australia,western australia,dive fishing,m,,N,,wobbegong,1950,2
Unprovoked,south africa,kwazulu-natal,surfing/bodyboarding,m,14.0,Y,afternoon,great white,1950,2
Unprovoked,australia,victoria,swimming,m,,N,,,1950,1
Unprovoked,sri lanka,eastern province,fishing,m,,N,,lemon,1950,
Unprovoked,sri lanka,southern province,dive fishing,m,,N,,reef,1950,
Unprovoked,liberia,montserrado,wading,m,,Y,,,,
Unprovoked,indonesia,jakarta harbour,,m,,Y,afternoon,tiger,,
Unprovoked,usa,florida,wading,m,,N,,,1950,
Unprovoked,panama,canal zone,wading,m,,N,afternoon,blacktip,1950,
Unprovoked,greece,nan,swimming,,,Y,,,,
Unprovoked,singapore,singapore harbor,diving,m,,Y,,,1950,
Unprovoked,new caledonia,north province,wading,m,,N,,,1950,
Unprovoked,new caledonia,north province,diving,m,,N,,,1950,1
Unprovoked,fiji,nan,,m,,N,,,1950,1
Unprovoked,australia,victoria,wading,m,35.0,N,,nurse,1949,12
Unprovoked,australia,new south wales,wading,m,36.0,N,afternoon,,1949,11
Unprovoked,australia,queensland,swimming,m,21.0,N,afternoon,,1949,8
Unprovoked,australia,queensland,swimming,m,34.0,Y,afternoon,,1949,8
Unprovoked,australia,tasmania,swimming,m,18.0,N,afternoon,,1949,8
Unprovoked,italy,calabria,swimming,m,21.0,N,,,1949,8
Unprovoked,iran,shatt-el-arab river,swimming,m,18.0,N,,,1949,7
Unprovoked,iran,shatt-al-arab river,swimming,m,18.0,Y,,,1949,7
Unprovoked,usa,south carolina,swimming,m,16.0,N,afternoon,,1949,7
Unprovoked,australia,western australia,wading,f,22.0,N,,,1949,5
Unprovoked,australia,queensland,wading,m,13.0,Y,afternoon,,1949,4
Unprovoked,mexico,tamaulipas,wading,m,,N,,,1949,4
Unprovoked,australia,new south wales,,m,20.0,Y,afternoon,great white,1949,1
Unprovoked,australia,new south wales,small watercraft,m,,N,,,1949,1
Unprovoked,new guinea,calvados archipelago,,,,Y,,,1949,
Unprovoked,papua new guinea,new ireland province,,m,,N,,,1949,
Unprovoked,papua new guinea,new ireland province,,m,,N,,,1949,
Unprovoked,papua new guinea,bougainville (north solomons),dive fishing,m,18.0,Y,,,1949,
Unprovoked,papua new guinea,bougainville (north solomons),swimming,m,,N,,,1949,
Unprovoked,new guinea,"abau sub district, central province",swimming,m,,Y,,,1949,
Unprovoked,australia,western australia,swimming,m,17.0,Y,,tiger,1948,12
Unprovoked,australia,queensland,swimming,m,28.0,Y,morning,,1948,12
Unprovoked,iran,shat-al-arab river,,m,19.0,N,,,1948,12
Unprovoked,cuba,guantanamo province,adrift,m,14.0,N,,,1948,12
Unprovoked,australia,queensland,fishing,m,,N,,,1948,12
Unprovoked,australia,torres strait,diving,m,41.0,N,,,1948,11
Unprovoked,greece,attica,swimming,m,17.0,Y,afternoon,,1948,9
Unprovoked,usa,hawaii,swimming,m,,N,,,1948,9
Unprovoked,usa,hawaii,fishing,m,,N,,,1948,9
Unprovoked,turkey,adana province,swimming,m,,Y,,,1848,9
Unprovoked,iran,bandar ma’shur sea inlet,wading,f,60.0,Y,,,1948,9
